Gene	AA Sequence	Superfam ID	Superfam Name	Fold Name
aphA	31-237	56784	HAD-like:	HAD-like
yjbQ	1-138	111038	YjbQ-like:	YjbQ-like
pdeC	274-520	141868	EAL domain-like:	TIM beta/alpha-barrel
gltP	8-412	118215	Proton glutamate symport protein:	Proton glutamate symport protein
mdtP	7-480	56954	Outer membrane efflux proteins (OEP):	Outer membrane efflux proteins (OEP)
mdtN	45-102	111369	HlyD-like secretion proteins:	HlyD-like secretion proteins
    	182-297	111369	HlyD-like secretion proteins:	HlyD-like secretion proteins
    	117-171	111369	HlyD-like secretion proteins:	HlyD-like secretion proteins
yjcS	34-533	56281	Metallo-hydrolase/oxidoreductase:	Metallo-hydrolase/oxidoreductase
    	541-660	55718	SCP-like:	SCP-like
alsK	8-301	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
alsE	2-213	51366	Ribulose-phoshate binding barrel:	TIM beta/alpha-barrel
alsA	4-235	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	259-504	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
alsB	28-310	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
rpiB	2-145	89623	Ribose/Galactose isomerase RpiB/AlsB:	Ribose/Galactose isomerase RpiB/AlsB
phnP	5-251	56281	Metallo-hydrolase/oxidoreductase:	Metallo-hydrolase/oxidoreductase
phnN	2-178	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
phnM	50-345	51556	Metallo-dependent hydrolases:	TIM beta/alpha-barrel
    	1-50,345-377	51338	Composite domain of metallo-dependent hydrolases:	Composite domain of metallo-dependent hydrolases
phnL	2-223	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
phnK	3-248	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
phnH	13-193	159709	PhnH-like:	PLP-dependent transferase-like
phnC	3-240	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
crfC	57-169,207-348	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
basS	192-354	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	126-199	47384	Homodimeric domain of signal transducing histidine kinase:	ROP-like
basR	1-118	52172	CheY-like:	Flavodoxin-like
    	118-218	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
eptA	239-531	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
adiY	197-248	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
melA	172-449	56327	LDH C-terminal domain-like:	LDH C-terminal domain-like
    	5-171	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
fumB	361-536	117457	FumA C-terminal domain-like:	The "swivelling" beta/beta/alpha domain
dcuS	46-179	103190	Sensory domain-like:	Profilin-like
    	433-535	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	338-465	55890	Sporulation response regulatory protein Spo0B:	Sporulation response regulatory protein Spo0B
    	222-323	55785	PYP-like sensor domain (PAS domain):	Profilin-like
yjdJ	2-88	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
dtpC	4-290	103473	MFS general substrate transporter:	MFS general substrate transporter
   F	213-472	103473	MFS general substrate transporter:	MFS general substrate transporter
cadC	2-102	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
dsbD	27-141	74863	Thiol:disulfide interchange protein DsbD, N-terminal domain (DsbD-alpha):	Immunoglobulin-like beta-sandwich
    	444-561	52833	Thioredoxin-like:	Thioredoxin fold
epmB	102-324	102114	Radical SAM enzymes:	TIM beta/alpha-barrel
ampC	22-376	56601	beta-lactamase/transpeptidase-like:	beta-lactamase/transpeptidase-like
mscM	918-983	50182	Sm-like ribonucleoproteins:	Sm-like fold
    	985-1083	82689	Mechanosensitive channel protein MscS (YggB), C-terminal domain:	Ferredoxin-like
    	834-916	82861	Mechanosensitive channel protein MscS (YggB), transmembrane region:	Mechanosensitive channel protein MscS (YggB), transmembrane region
rsgA	114-340	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
nnr	233-498	53613	Ribokinase-like:	Ribokinase-like
    	17-256	64153	YjeF N-terminal domain-like:	YjeF N-terminal domain-like
amiB	192-288,340-416	53187	Zn-dependent exopeptidases:	Phosphorylase/hydrolase-like
mutL	1-201	55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase:	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
    	434-613	118116	DNA mismatch repair protein MutL:	DNA mismatch repair protein MutL
    	191-331	54211	Ribosomal protein S5 domain 2-like:	Ribosomal protein S5 domain 2-like
hflX	197-373	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	365-422	54980	EF-G C-terminal domain-like:	Ferredoxin-like
    	178-221	-9	PDB:	
hflK	128-259	117892	Band 7/SPFH domain:	EF-Ts domain-like
rnr	221-641	50249	Nucleic acid-binding proteins:	OB-fold
    	644-724	50249	Nucleic acid-binding proteins:	OB-fold
    	67-145	50249	Nucleic acid-binding proteins:	OB-fold
    	138-235	50249	Nucleic acid-binding proteins:	OB-fold
yjfC	1-169,264-384	56059	Glutathione synthetase ATP-binding domain-like:	ATP-grasp
    	171-277	52440	PreATP-grasp domain:	PreATP-grasp domain
aidB	291-442	47203	Acyl-CoA dehydrogenase C-terminal domain-like:	Bromodomain-like
    	60-282	56645	Acyl-CoA dehydrogenase NM domain-like:	Acyl-CoA dehydrogenase NM domain-like
    	278-516	-8	ECOD:	
bsmA	11-108	159871	YdgH-like:	Dodecin subunit-like
yjfP	9-249	53474	alpha/beta-Hydrolases:	alpha/beta-Hydrolases
ulaC	7-148	55804	Phoshotransferase/anion transport protein:	Phoshotransferase/anion transport protein
ulaE	21-275	51658	Xylose isomerase-like:	TIM beta/alpha-barrel
ulaF	2-219	53639	AraD/HMP-PK domain-like:	AraD/HMP-PK domain-like
priB	1-103	50249	Nucleic acid-binding proteins:	OB-fold
qorB	2-251	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
cpdB	19-353	56300	Metallo-dependent phosphatases:	Metallo-dependent phosphatases
    	355-597	55816	5'-nucleotidase (syn. UDP-sugar hydrolase), C-terminal domain:	5'-nucleotidase (syn. UDP-sugar hydrolase), C-terminal domain
cysQ	1-243	56655	Carbohydrate phosphatase:	Carbohydrate phosphatase
chpB	7-114	50118	Cell growth inhibitor/plasmid maintenance toxic component:	SH3-like barrel
ppa	6-174	50324	Inorganic pyrophosphatase:	OB-fold
ytfQ	23-310	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
ytfR	9-231	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	268-489	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
mpl	95-308	53623	MurD-like peptide ligases, catalytic domain:	Ribokinase-like
    	312-447	53244	MurD-like peptide ligases, peptide-binding domain:	MurD-like peptide ligases, peptide-binding domain
    	1-90	51984	MurCD N-terminal domain:	MurCD N-terminal domain
nrdD	121-687	51998	PFL-like glycyl radical enzymes:	PFL-like glycyl radical enzymes
treC	5-472	51445	(Trans)glycosidases:	TIM beta/alpha-barrel
    	475-549	51011	Glycosyl hydrolase domain:	Glycosyl hydrolase domain
treB	11-81	55604	Glucose permease domain IIB:	Homing endonuclease-like
treR	63-314	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
    	3-60	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
mgtA	46-155,272-365,688-896	81665	Calcium ATPase, transmembrane domain M:	Calcium ATPase, transmembrane domain M
   F	340-543	81660	Metal cation-transporting ATPase, ATP-binding domain N:	Metal cation-transporting ATPase, ATP-binding domain N
    	532-683	56784	HAD-like:	HAD-like
    	168-270	81653	Calcium ATPase, transduction domain A:	Double-stranded beta-helix
bdcR	89-191	48498	Tetracyclin repressor-like, C-terminal domain:	Tetracyclin repressor-like, C-terminal domain
    	9-89	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
tabA	1-149	51197	Clavaminate synthase-like:	Double-stranded beta-helix
argI	2-333	53671	Aspartate/ornithine carbamoyltransferase:	ATC-like
yjgM	10-166	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
valS	1-192,364-571,609-641	52374	Nucleotidylyl transferase:	Adenine nucleotide alpha hydrolase-like
    	642-899	47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases:	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases
    	191-365	50677	ValRS/IleRS/LeuRS editing domain:	ValRS/IleRS/LeuRS editing domain
    	884-947	46589	tRNA-binding arm:	Long alpha-hairpin
holC	1-145	102400	DNA polymerase III chi subunit:	DNA polymerase III chi subunit
yjgR	13-369	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
idnR	63-326	53822	Periplasmic binding protein-like I:	Periplasmic binding protein-like I
    	4-63	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
idnD	8-176	50129	GroES-like:	GroES-like
   F	145-303	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
idnK	3-165	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
ahr	2-184	50129	GroES-like:	GroES-like
   F	142-305	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
insG	111-413	53098	Ribonuclease H-like:	Ribonuclease H-like motif
yjhB	7-392	103473	MFS general substrate transporter:	MFS general substrate transporter
yjhC	2-146	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	125-267	55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain:	FwdE/GAPDH domain-like
fecD	3-316	81345	ABC transporter involved in vitamin B12 uptake, BtuC:	ABC transporter involved in vitamin B12 uptake, BtuC
fecC	10-331	81345	ABC transporter involved in vitamin B12 uptake, BtuC:	ABC transporter involved in vitamin B12 uptake, BtuC
fecB	35-292	53807	"Helical backbone" metal receptor:	Chelatase-like
fecA	117-774	56935	Porins:	Transmembrane beta-barrels
    	37-122	-9	PDB:	
yjhU	66-323	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
    	21-53	88659	Sigma3 and sigma4 domains of RNA polymerase sigma factors:	DNA/RNA-binding 3-helical bundle
yjhG	4-424	143975	IlvD/EDD N-terminal domain-like:	IlvD/EDD N-terminal domain-like
    	440-642	52016	LeuD/IlvD-like:	The "swivelling" beta/beta/alpha domain
yjhH	1-298	51569	Aldolase:	TIM beta/alpha-barrel
yjhI	69-252	55781	GAF domain-like:	Profilin-like
    	7-77	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
sgcR	81-239	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
sgcE	1-207	51366	Ribulose-phoshate binding barrel:	TIM beta/alpha-barrel
sgcA	4-142	55804	Phoshotransferase/anion transport protein:	Phoshotransferase/anion transport protein
sgcQ	3-264	51366	Ribulose-phoshate binding barrel:	TIM beta/alpha-barrel
sgcB	1-89	52794	PTS system IIB component-like:	Phosphotyrosine protein phosphatases I-like
sgcX	6-82,172-351	53187	Zn-dependent exopeptidases:	Phosphorylase/hydrolase-like
    	72-180	101821	Aminopeptidase/glucanase lid domain:	Domain of alpha and beta subunits of F1 ATP synthase-like
yjhP	5-244	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
yjhQ	9-139	55729	Acyl-CoA N-acyltransferases (Nat):	Acyl-CoA N-acyltransferases (Nat)
nanS	10-265,297-323	52266	SGNH hydrolase:	Flavodoxin-like
nanM	40-156,191-356	117281	Kelch motif:	6-bladed beta-propeller
fimA	32-182	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
fimI	31-179	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
fimC	37-154	49354	PapD-like:	Immunoglobulin-like beta-sandwich
    	151-236	49584	Periplasmic chaperone C-domain:	C2 domain-like
fimD	47-170	141729	FimD N-terminal domain-like:	FimD N-terminal domain-like
fimF	33-176	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
fimG	27-166	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
fimH	21-176	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
    	181-300	49401	Bacterial adhesins:	Common fold of diphtheria toxin/transcription factors/cytochrome f
uxuA	1-133,163-383	51658	Xylose isomerase-like:	TIM beta/alpha-barrel
uxuB	10-281	51735	NAD(P)-binding Rossmann-fold domains:	NAD(P)-binding Rossmann-fold domains
    	283-484	48179	6-phosphogluconate dehydrogenase C-terminal domain-like:	6-phosphogluconate dehydrogenase C-terminal domain-like
uxuR	95-234	48008	GntR ligand-binding domain-like:	GntR ligand-binding domain-like
    	2-77	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
iraD	18-113	160719	gpW/gp25-like:	gpW/gp25-like
hypT	100-298	53850	Periplasmic binding protein-like II:	Periplasmic binding protein-like II
    	12-94	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
iadA	63-346	51556	Metallo-dependent hydrolases:	TIM beta/alpha-barrel
    	3-77	51338	Composite domain of metallo-dependent hydrolases:	Composite domain of metallo-dependent hydrolases
    	346-388	51338	Composite domain of metallo-dependent hydrolases:	Composite domain of metallo-dependent hydrolases
yjiJ	13-381	103473	MFS general substrate transporter:	MFS general substrate transporter
yjiK	15-282	50956	Thermostable phytase (3-phytase):	6-bladed beta-propeller
yjiL	3-246	53067	Actin-like ATPase domain:	Ribonuclease H-like motif
mdtM	16-399	103473	MFS general substrate transporter:	MFS general substrate transporter
yjiR	80-465	53383	PLP-dependent transferases:	PLP-dependent transferase-like
    	1-70	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
mcrB	171-357	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
hsdS	4-217	116734	DNA methylase specificity domain:	DNA methylase specificity domain
    	227-431	116734	DNA methylase specificity domain:	DNA methylase specificity domain
hsdM	4-520	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
mrr	168-283	52980	Restriction endonuclease-like:	Restriction endonuclease-like
tsr	236-520	58104	Methyl-accepting chemotaxis protein (MCP) signaling domain:	Antiparallel coiled-coil
    	25-181	47170	Aspartate receptor, ligand-binding domain:	Four-helical up-and-down bundle
lgoT	31-448	103473	MFS general substrate transporter:	MFS general substrate transporter
lgoR	157-294	48008	GntR ligand-binding domain-like:	GntR ligand-binding domain-like
    	3-72	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
    	93-149	46785	"Winged helix" DNA-binding domain:	DNA/RNA-binding 3-helical bundle
opgB	161-469	53649	Alkaline phosphatase-like:	Alkaline phosphatase-like
rsmC	154-315	53335	S-adenosyl-L-methionine-dependent methyltransferases:	S-adenosyl-L-methionine-dependent methyltransferases
holD	27-135	102220	DNA polymerase III psi subunit:	DNA polymerase III psi subunit
yjjG	3-222	56784	HAD-like:	HAD-like
yjjU	21-279	52151	FabD/lysophospholipase-like:	FabD/lysophospholipase-like
yjjV	6-256	51556	Metallo-dependent hydrolases:	TIM beta/alpha-barrel
yjjW	43-126	54862	4Fe-4S ferredoxins:	Ferredoxin-like
   F	79-263	102114	Radical SAM enzymes:	TIM beta/alpha-barrel
yjjI	24-470	51998	PFL-like glycyl radical enzymes:	PFL-like glycyl radical enzymes
deoA	74-334	52418	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain:	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain
    	337-438	54680	Pyrimidine nucleoside phosphorylase C-terminal domain:	alpha/beta-Hammerhead
    	2-70	47648	Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain:	Methionine synthase domain-like
lplA	3-247	55681	Class II aaRS and biotin synthetases:	Class II aaRS and biotin synthetases
    	248-335	82649	SufE/NifU:	SufE/NifU
radA	71-291	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	258-272,306-457	54211	Ribosomal protein S5 domain 2-like:	Ribosomal protein S5 domain 2-like
nadR	232-386	52540	P-loop containing nucleoside triphosphate hydrolases:	P-loop containing nucleoside triphosphate hydrolases
    	66-229	52374	Nucleotidylyl transferase:	Adenine nucleotide alpha hydrolase-like
    	6-59	47413	lambda repressor-like DNA-binding domains:	lambda repressor-like DNA-binding domains
slt	28-477	48435	Bacterial muramidases:	alpha-alpha superhelix
    	479-641	53955	Lysozyme-like:	Lysozyme-like
creB	3-130	52172	CheY-like:	Flavodoxin-like
    	125-226	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
yjtD	2-156	75217	alpha/beta knot:	alpha/beta knot
ecpR	137-187	46894	C-terminal effector domain of the bipartite response regulators:	DNA/RNA-binding 3-helical bundle
rclR	229-280	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
    	176-224	46689	Homeodomain-like:	DNA/RNA-binding 3-helical bundle
    	43-97	51182	RmlC-like cupins:	Double-stranded beta-helix
ykgF	65-89,135-295	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
    	282-392	46548	alpha-helical ferredoxin:	Globin-like
ykgG	41-229	100950	NagB/RpiA/CoA transferase-like:	NagB/RpiA/CoA transferase-like
