Gene	Frame ID	Synonyms	Location	Complex	Cofactors	Essentiality (Lb Lennox)	Copy Number in Neidhardt EZ rich defined medium (molecules/cell)	Molecular Weight (from nucleotide sequece)	Mass (fg)	Overall # of Subunits	Unique Subunits	pI
yedF	EG11661	None	cytosol	Monomer	None	Growth	2982	8.639	0.042777973	1	1	4.693
yedI	EG12709	None	inner membrane	Monomer	None	Growth	267	32.191	0.014272328	1	1	8.147
yedJ	EG12710	None	cytosol	Monomer	None	Growth	94	25.904	0.004043373	1	1	6.05
yedK	EG11662	yedG	cytosol	Monomer	None	Growth	No Info Available	24.979	No Info Available	1	1	5.092
yedL	G7040	None	cytosol	Monomer	None	Growth	No Info Available	17.891	No Info Available	1	1	6.665
yedN	G7043	b1934; yedM; b1935; ECK1933; b1933; uncharacterized protein YedM; YedN_1	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	5.804
yedP	G7048	HAD19	cytosol	Monomer	None	Growth	24	30.439	0.001213084	1	1	4.815
yedR	G7051	None	inner membrane	Monomer	None	Growth	509	13.838	0.011696076	1	1	9.441
yedS	G7052	b1964; yedT; b1965; b1966; YedS_1	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	4.306
yeeA	EG11891	None	inner membrane	Monomer	None	Growth	108	39.955	0.007165458	1	1	9.553
yeeD	EG11894	None	cytosol	Monomer	None	Growth	477	8.148	0.006453844	1	1	4.006
yeeE	EG11895	None	inner membrane	Monomer	None	Growth	19	38.1	0.001202064	1	1	10.348
yeeH	G0-16658	None	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
yeeJ	G7064	None	outer membrane	Monomer	None	Growth	3	248.57	0.001238281	1	1	4.704
yeeL	G7066	yeeK; b1980; b1979; YeeL_1	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	7.984
yeeN	G7068	None	cytosol	Monomer	None	Growth	3544	25.867	0.152226011	1	1	4.574
yeeO	G7070	None	inner membrane	Monomer	None	Growth	15	60.061	0.001496005	1	1	10.422
yeeP	G7079	None	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	7.11
yeeR	G7081	None	inner membrane	Monomer	None	Growth	No Info Available	57.237	No Info Available	1	1	5.83
yeeS	G7082	None	cytosol	Monomer	None	Growth	No Info Available	16.557	No Info Available	1	1	7.725
yeeT	G7083	None	Unknown	Monomer	None	Growth	No Info Available	8.411	No Info Available	1	1	10.191
yeeW	G7086	None	cytosol	Monomer	None	Growth	No Info Available	6.959	No Info Available	1	1	3.983
yeeX	G7087	None	cytosol	Monomer	None	Growth	13270	12.778	0.281567741	1	1	9.592
yeeY	G7088	None	cytosol	Monomer	None	Growth	No Info Available	34.169	No Info Available	1	1	5.858
yeeZ	G7089	"putative epimerase, with NAD(P)-binding Rossmann-fold domain"	cytosol	Monomer	None	Growth	904	29.68	0.044553458	1	1	5.176
yegD	EG12200	actin family protein	cytosol	Monomer	None	Growth	321	49.371	0.026316374	1	1	4.988
yegH	G7108	None	inner membrane	Monomer	None	Growth	301	59.45	0.029714433	1	1	5.043
yegI	G7109	None	Unknown	Monomer	None	Growth	No Info Available	71.639	No Info Available	1	1	8.558
yegJ	G7110	None	Unknown	Monomer	None	Growth	No Info Available	17.428	No Info Available	1	1	5.329
yegL	G7112	None	Unknown	Monomer	None	Growth	No Info Available	24.218	No Info Available	1	1	5.037
yegP	G7117	None	Unknown	Monomer	None	Growth	No Info Available	12.024	No Info Available	1	1	9.67
yegR	G7122	None	Unknown	Monomer	None	Growth	No Info Available	11.465	No Info Available	1	1	9.016
yegS	G7123	None	cytosol	Monomer	Ca2+ 	Growth	18	32.039	0.000957636	1	1	4.522
yegT	G7130	None	inner membrane	Monomer	None	Growth	19	47.359	0.001494188	1	1	7.856
yegU	G7131	None	cytosol	Monomer	None	Growth	146	35.621	0.008635909	1	1	5.022
yegV	G7132	None	cytosol	Monomer	None	Growth	45	34.385	0.002569394	1	1	4.643
yegW	G7133	None	cytosol	Monomer	None	Growth	188	28.277	0.008827552	1	1	6.327
yegX	G7134	None	Unknown	Monomer	None	Growth	No Info Available	31.604	No Info Available	1	1	9.646
yegZ	G7120	putative protein fragment	Unknown	Monomer	None	No Info Available	No Info Available	No Info Available	No Info Available	1	1	No Info Available
yehA	EG11987	None	pilus	Monomer	None	Growth	No Info Available	36.885	No Info Available	1	1	6.915
yehB	EG11988	None	outer membrane	Monomer	None	Growth	No Info Available	92.282	No Info Available	1	1	5.709
yehC	EG11989	None	periplasmic space	Monomer	None	Growth	No Info Available	26.589	No Info Available	1	1	9.991
yehD	EG11990	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	19.061	No Info Available	1	1	4.647
yehE	EG11991	None	Unknown	Monomer	None	Growth	57	10.137	0.000959474	1	1	9.051
yehF	EG11992	molR_1; sosF; dinO	Unknown	Monomer	None	Growth	No Info Available	30.613	No Info Available	1	1	No Info Available
yehH	G8208	molR; b2116; yehG; b2117	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	6.144
yehI	EG11995	None	Unknown	Monomer	None	Growth	No Info Available	138.07	No Info Available	1	1	6.349
yehK	G0-10458	None	cytosol	Monomer	None	Growth	No Info Available	12.603	No Info Available	1	1	4.605
yehL	EG11998	None	cytosol	Monomer	None	Growth	No Info Available	39.682	No Info Available	1	1	6.246
yehM	EG11999	yehO; yehN	cytosol	Monomer	None	Growth	No Info Available	83.39	No Info Available	1	1	5.644
yehP	EG12002	None	cytosol	Monomer	None	Growth	No Info Available	42.119	No Info Available	1	1	6.086
yehQ	EG12003	None	cytosol	Monomer	None	Growth	No Info Available	67.73	No Info Available	1	1	5.924
yehR	EG12004	None	"periplasmic space, inner membrane"	Monomer	None	Growth	38	16.594	0.001047089	1	1	8.052
yehS	EG12005	None	cytosol	Monomer	None	Growth	946	17.973	0.028233245	1	1	9.309
yeiB	EG11290	None	inner membrane	Monomer	None	Growth	32	43.394	0.002305838	1	1	10.158
yeiE	EG12105	None	cytosol	Monomer	None	Growth	237	32.724	0.012878457	1	1	6.224
yeiH	EG12027	None	inner membrane	Monomer	None	Growth	168	36.882	0.010288992	1	1	9.481
yeiI	EG12028	None	cytosol	Monomer	None	Growth	42	39.71	0.00276948	1	1	5.559
yeiL	EG12031	None	cytosol	Monomer	None	Growth	No Info Available	25.294	No Info Available	1	1	7.936
yeiP	EG12035	None	cytosol	Monomer	None	Growth	8692	21.533	0.310794517	1	1	4.757
yeiQ	EG12036	"putative dehydrogenase, NAD-dependent"	cytosol	Monomer	None	Growth	177	54.032	0.015880837	1	1	5.828
yeiR	EG12104	None	cytosol	Monomer	None	Growth	442	36.113	0.026505434	1	1	6.148
yeiS	G7144	None	inner membrane	Monomer	None	Growth	371	9.264	0.00570718	1	1	9.88
yeiW	G0-10511	None	Unknown	Monomer	None	Growth	No Info Available	8.954	No Info Available	1	1	6.102
yejG	EG12042	None	Unknown	Monomer	None	Growth	1879	12.525	0.039079915	1	1	4.642
yejK	EG12048	ndpA	"cytosol, bacterial nucleoid"	Monomer	None	Growth	2214	37.822	0.139050065	1	1	4.741
yejL	EG12043	None	cytosol	Monomer	None	Growth	7207	8.288	0.09918668	1	1	5.508
yejM	EG12049	yejN; pbgA	"periplasmic space, inner membrane"	Monomer	None	No Growth	201	67.296	0.022461275	1	1	9.221
yejO	EG12051	None	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	4.569
yfaA	EG11142	pufY	cytosol	Monomer	None	Growth	No Info Available	62.671	No Info Available	1	1	5.25
yfaE	EG12360	2Fe-2S cluster-containing protein involved in diferric-tyrosyl radical cofactor maintenance	cytosol	Monomer	None	Growth	814	9.293	0.012561151	1	1	4.854
yfaH	EG12881	None	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	6.332
yfaL	EG12850	yfaF; yfaK; yfaJ	"periplasmic space, outer membrane, extracellular space"	Monomer	None	Growth	No Info Available	131.15	No Info Available	1	1	3.805
yfaP	G7152	None	Unknown	Monomer	None	Growth	No Info Available	28.304	No Info Available	1	1	4.813
yfaQ	G7153	None	Unknown	Monomer	None	Growth	No Info Available	61.476	No Info Available	1	1	8.086
yfaS	G7155	yfaR; b2228; b2227; YfaS_1	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	6.461
yfaT	G7156	None	Unknown	Monomer	None	Growth	No Info Available	23.767	No Info Available	1	1	8.383
yfaV	G7159	rhmT	inner membrane	Monomer	None	Growth	No Info Available	46.294	No Info Available	1	1	No Info Available
rhmR	G7161	yfaX	cytosol	Monomer	None	Growth	No Info Available	28.904	No Info Available	1	1	No Info Available
yfaY	G7162	None	cytosol	Monomer	None	Growth	653	44.226	0.047955667	1	1	5.44
yfaZ	G7163	None	outer membrane	Monomer	None	Growth	3657	18.61	0.113010924	1	1	4.582
yfbK	G7177	None	Unknown	Monomer	None	Growth	No Info Available	63.634	No Info Available	1	1	5.692
yfbL	G7178	None	inner membrane	Monomer	None	Growth	No Info Available	35.931	No Info Available	1	1	5.285
yfbM	G7179	None	cytosol	Monomer	None	Growth	No Info Available	19.019	No Info Available	1	1	4.702
yfbN	G7180	None	cytosol	Monomer	None	Growth	No Info Available	27.991	No Info Available	1	1	4.975
yfbO	G7181	None	cytosol	Monomer	None	Growth	No Info Available	16.163	No Info Available	1	1	3.925
yfbP	G7182	None	cytosol	Monomer	None	Growth	16	32.136	0.000853809	1	1	4.628
yfbS	G7186	None	inner membrane	Monomer	None	Growth	21	65.872	0.002297044	1	1	8.496
yfbU	G7188	None	cytosol	Monomer	None	Growth	2882	19.536	0.093492918	1	1	6.223
yfbV	G7189	protein involved in regulation of chromosome structure	inner membrane	Monomer	None	Growth	806	17.213	0.023037784	1	1	10.177
yfcA	EG11144	None	inner membrane	Monomer	None	Growth	190	28.643	0.009036936	1	1	9.709
yfcC	G7190	None	inner membrane	Monomer	None	Growth	No Info Available	54.797	No Info Available	1	1	6.792
yfcD	G7191	None	cytosol	Monomer	None	Growth	3558	20.376	0.120385441	1	1	4.533
yfcF	G7193	None	cytosol	Monomer	None	Growth	70	24.326	0.002827599	1	1	5.191
yfcH	G7196	None	cytosol	Monomer	None	Growth	307	32.699	0.016669476	1	1	6.941
yfcJ	G7198	None	inner membrane	Monomer	None	Growth	133	40.465	0.008936764	1	1	10.304
yfcL	G7200	None	cytosol	Monomer	None	Growth	2775	10	0.046079958	1	1	4.11
yfcO	G7203	None	cytosol	Monomer	None	Growth	No Info Available	30.26	No Info Available	1	1	5.106
yfcP	G7204	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	18.951	No Info Available	1	1	5.208
yfcQ	G7205	None	pilus	Monomer	None	Growth	No Info Available	17.89	No Info Available	1	1	4.527
yfcR	G7206	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	17.89	No Info Available	1	1	4.836
yfcS	G7207	None	periplasmic space	Monomer	None	Growth	No Info Available	27.728	No Info Available	1	1	9.723
yfcU	G7209	ECK2331; yfcT; b2338; b2337	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	4.573
yfcV	G7210	None	"extracellular space, pilus"	Monomer	None	Growth	No Info Available	19.851	No Info Available	1	1	4.938
yfcZ	G7214	None	cytosol	Monomer	None	Growth	8490	10.318	0.145462921	1	1	4.101
yfdC	G7217	None	inner membrane	Monomer	None	Growth	No Info Available	34.503	No Info Available	1	1	5.17
yfdF	G7215	None	cytosol	Monomer	None	Growth	No Info Available	40.249	No Info Available	1	1	4.894
yfdG	G7219	gtrA; gtrAEC	inner membrane	Monomer	None	Growth	705	13.226	0.015483414	1	1	9.801
yfdH	G7220	gtrB	inner membrane	Monomer	None	Growth	1260	34.635	0.07246609	1	1	8.347
yfdI	G7221	gtrS; gtrIV; GtrIVEC	inner membrane	Monomer	None	Growth	385	51.484	0.032914109	1	1	8.563
yfdK	G7223	None	Unknown	Monomer	None	Growth	No Info Available	16.408	No Info Available	1	1	4.194
yfdL	G7224	None	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	6.772
yfdM	G7225	yzyB	Unknown	Monomer	None	Growth	No Info Available	10.336	No Info Available	1	1	4.634
yfdN	G7226	yzyA	cytosol	Monomer	None	Growth	No Info Available	18.766	No Info Available	1	1	9.875
yfdO	G7227	oweS	cytosol	Monomer	None	Growth	No Info Available	14.401	No Info Available	1	1	7.492
yfdP	G7228	None	cytosol	Monomer	None	Growth	No Info Available	13.102	No Info Available	1	1	5.718
yfdQ	G7229	None	Unknown	Monomer	None	Growth	90	30.442	0.004549512	1	1	4.828
yfdR	G7230	None	cytosol	Monomer	Co2+ 	Growth	No Info Available	20.255	No Info Available	1	1	5.483
yfdS	G7231	None	Unknown	Monomer	None	Growth	No Info Available	13.672	No Info Available	1	1	4.743
yfdT	G7232	None	cytosol	Monomer	None	No Info Available	No Info Available	12.133	No Info Available	1	1	4.826
yfdV	G7235	None	inner membrane	Monomer	None	Growth	No Info Available	33.616	No Info Available	1	1	8.929
yfdX	G7238	None	periplasmic space	Monomer	None	Growth	24	22.977	0.000915701	1	1	5.264
yfdY	G7240	None	inner membrane	Monomer	None	Growth	169	8.874	0.00249032	1	1	8.244
yfeC	EG11431	None	cytosol	Monomer	None	Growth	75	12.72	0.001584154	1	1	9.725
yfeD	EG11432	None	cytosol	Monomer	None	Growth	247	14.91	0.006115383	1	1	7.87
yfeH	EG12376	None	inner membrane	Monomer	None	Growth	407	36.406	0.024604609	1	1	9.653
yfeK	G7260	None	cytosol	Monomer	None	Growth	No Info Available	13.732	No Info Available	1	1	8.455
yfeN	G7256	None	outer membrane	Monomer	None	Growth	No Info Available	29.233	No Info Available	1	1	5.854
yfeO	G7251	None	inner membrane	Monomer	None	Growth	12	43.574	0.000868276	1	1	8.801
yfeR	G7257	None	cytosol	Monomer	None	Growth	95	33.903	0.005348239	1	1	6.564
yfeS	G7261	None	Unknown	Monomer	None	Growth	No Info Available	28.243	No Info Available	1	1	4.862
yfeW	G7265	PBP4B	"inner membrane, periplasmic space"	Monomer	None	Growth	26	47.752	0.002061646	1	1	8.043
yfeX	G7266	dye-decolorizing peroxidase	cytosol	Monomer	a heme 	Growth	3527	33.052	0.193576349	1	1	5.285
yfeY	G7267	None	Unknown	Monomer	None	Growth	350	20.898	0.012145681	1	1	5.083
yfeZ	G7268	None	inner membrane	Monomer	None	Growth	153	17.168	0.004361745	1	1	9.531
yffB	EG11147	None	cytosol	Monomer	None	Growth	2070	13.601	0.046750932	1	1	6.23
yffL	G7273	None	Unknown	Monomer	None	No Info Available	126	25.143	0.005260618	1	1	8.205
yffM	G7274	None	Unknown	Monomer	None	No Info Available	No Info Available	9.206	No Info Available	1	1	6.814
yffN	G7275	None	Unknown	Monomer	None	No Info Available	No Info Available	13.778	No Info Available	1	1	4.586
yffO	G7276	None	Unknown	Monomer	None	No Info Available	No Info Available	15.729	No Info Available	1	1	7.22
yffP	G7277	None	Unknown	Monomer	None	No Info Available	No Info Available	22.907	No Info Available	1	1	5.328
yffQ	G7278	None	Unknown	Monomer	None	No Info Available	No Info Available	13.819	No Info Available	1	1	4.698
yffR	G7279	None	Unknown	Monomer	None	No Info Available	255	14.554	0.006162709	1	1	6.248
yffS	G7280	None	cytosol	Monomer	None	No Info Available	777	29.751	0.038385896	1	1	5.308
yfgD	G7312	None	cytosol	Monomer	None	Growth	5293	13.399	0.117766935	1	1	5.908
yfgG	G7315	None	inner membrane	Monomer	None	Growth	991	7.462	0.012279424	1	1	12.055
yfgH	G7316	None	"outer membrane, inner membrane"	Monomer	None	Growth	No Info Available	17.705	No Info Available	1	1	8.345
yfgI	G7317	"conserved protein, involved in DNA damage response"	cytosol	Monomer	None	Growth	No Info Available	20.23	No Info Available	1	1	6.344
yfgJ	G7318	None	cytosol	Monomer	None	Growth	1438	7.994	0.019088514	1	1	6.696
yfgM	G7321	None	inner membrane	Monomer	None	Growth	2852	22.176	0.105022372	1	1	4.93
yfgO	G7310	perM	inner membrane	Monomer	None	Growth	287	39.194	0.018678869	1	1	No Info Available
yfhH	EG12308	None	cytosol	Monomer	None	Growth	145	30.707	0.007393575	1	1	8.879
yfhL	G7346	None	cytosol	Monomer	None	Growth	773	9.791	0.012567695	1	1	4.745
yfhM	G7323	ECAM	"extracellular space, inner membrane"	Monomer	None	Growth	99	181.58	0.029850547	1	1	5.14
yfhR	G7328	None	inner membrane	Monomer	None	Growth	No Info Available	31.516	No Info Available	1	1	6.133
yfiB	EG11152	None	"outer membrane, inner membrane"	Monomer	None	Growth	285	17.245	0.008161259	1	1	8.796
yfiC	EG11538	trmM	cytosol	Monomer	None	Growth	255	27.27	0.011547139	1	1	4.804
yfiE	EG11785	None	cytosol	Monomer	None	Growth	111	33.243	0.006127344	1	1	6.442
yfiF	EG11786	None	cytosol	Monomer	None	Growth	3949	37.784	0.247767396	1	1	8.879
yfiL	EG12446	None	Unknown	Monomer	None	Growth	No Info Available	13.204	No Info Available	1	1	4.684
yfiM	EG12857	None	Unknown	Monomer	None	Growth	No Info Available	11.805	No Info Available	1	1	6.566
yfiR	G7354	putative periplasmic protein involved in swarming motility	"periplasmic space, cytosol"	Monomer	None	Growth	35	18.978	0.00110298	1	1	7.636
yfiS	G0-17029	None	Unknown	Monomer	None	No Info Available	No Info Available	2.162	No Info Available	1	1	No Info Available
yfjD	EG12442	b2612; ypjE; b2613	inner membrane	Monomer	None	Growth	246	48.044	0.019625619	1	1	5.71
yfjF	G7357	ratB	Unknown	Monomer	None	Growth	1937	10.789	0.034702431	1	1	No Info Available
yfjH	G7359	None	cytosol	Monomer	None	Growth	74	37.139	0.004563636	1	1	7.141
yfjI	G7360	None	cytosol	Monomer	None	Growth	No Info Available	54.027	No Info Available	1	1	8.489
yfjJ	G7361	None	Unknown	Monomer	None	Growth	No Info Available	24.561	No Info Available	1	1	9.414
yfjM	G7364	None	Unknown	Monomer	None	Growth	No Info Available	9.967	No Info Available	1	1	6.657
yfjP	G7367	None	cytosol	Monomer	None	Growth	20	32.094	0.001065867	1	1	7.193
yfjQ	G7368	None	cytosol	Monomer	None	Growth	30	31.255	0.001557004	1	1	9.609
yfjR	G7369	None	cytosol	Monomer	None	Growth	No Info Available	26.606	No Info Available	1	1	8.397
yfjS	G7371	None	inner membrane	Monomer	None	Growth	41	16.735	0.001139354	1	1	4.704
yfjT	G7372	None	Unknown	Monomer	None	Growth	35	17.099	0.000993774	1	1	6.41
yfjU	G7373	None	cytosol	Monomer	None	Growth	No Info Available	11.824	No Info Available	1	1	4.805
yfjV	G7376	ypjM; ypjL; ECK2637; ECK2636; b2640; b2639	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	9.626
yfjW	G7377	CP4-57 prophage; putative inner membrane protein	inner membrane	Monomer	None	Growth	16	64.196	0.001705599	1	1	8.619
yfjX	G7378	None	cytosol	Monomer	None	Growth	No Info Available	17.303	No Info Available	1	1	4.35
yfjY	G7379	None	cytosol	Monomer	None	No Info Available	No Info Available	17.964	No Info Available	1	1	8.724
yfjZ	G7380	None	cytosol	Monomer	None	Growth	No Info Available	11.737	No Info Available	1	1	6.173
ygaC	EG12201	None	cytosol	Monomer	None	Growth	173	13.066	0.003753512	1	1	8.139
ygaM	G7400	None	"inner membrane, cytosol"	Monomer	None	Growth	114	11.847	0.002242654	1	1	8.575
ygaQ	G7389	G7393; yqaD; G7392; G7391; ygaR; b2656; b2655; yqaC; b2654; b2657; b2658	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	6.86
ygaV	G7397	None	cytosol	Monomer	None	Growth	143	10.596	0.002516095	1	1	8.551
ygaY	G7403	ygaX; b2680; ECK2675; YgaY_1	Unknown	Monomer	None	Growth	No Info Available	No Info Available	No Info Available	1	1	10.243
ygbA	EG11287	None	Unknown	Monomer	None	Growth	49	13.94	0.001134248	1	1	9.686
ygbE	EG12707	None	inner membrane	Monomer	None	Growth	83	12.017	0.00165624	1	1	4.805
ygbI	G7416	None	cytosol	Monomer	None	Growth	207	27.435	0.009430276	1	1	6.44
ltnD	G7417	"putative dehydrogenase, with NAD(P)-binding Rossmann-fold domain ; ygbJ"	cytosol	Monomer	None	Growth	18	30.751	0.000919138	1	1	4.99
otnK	G7418	DUF1537 domain-containing protein YgbK; ygbK	Unknown	Monomer	None	Growth	No Info Available	41.339	No Info Available	1	1	6.039
otnC	G7419	putative class II aldolase; ygbL	cytosol	Monomer	None	Growth	No Info Available	23.222	No Info Available	1	1	5.604
otnI	G7420	ygbM	cytosol	Monomer	None	Growth	21	29.217	0.001018835	1	1	4.991
ygbN	G7421	None	inner membrane	Monomer	None	Growth	No Info Available	46.77	No Info Available	1	1	9.188
ygcE	G7442	None	Unknown	Monomer	None	Growth	10	54.177	0.00089963	1	1	5.08
ygcG	G7444	None	inner membrane	Monomer	None	Growth	No Info Available	32.206	No Info Available	1	1	7.069
ygcN	G7432	None	cytosol	Monomer	None	Growth	No Info Available	46.393	No Info Available	1	1	6.107
ygcO	G7433	None	cytosol	Monomer	None	Growth	No Info Available	9.662	No Info Available	1	1	6.717
ygcP	G7434	None	cytosol	Monomer	None	Growth	No Info Available	20.786	No Info Available	1	1	7.507
